Geo_FIPS,Geo_NAME,Geo_QNAME,Geo_NATION,Geo_STATE,Geo_COUNTY,Geo_CS,Geo_CT,Geo_BG,Geo_PLACE,Geo_CD,Geo_SLDUC,Geo_SLDLC,Geo_MSAMSA,Geo_CSA,SE_T005_000,SE_T005_002,SE_T005_003,SE_T005_004,SE_T005_005,SE_T005_006,SE_T005_007,SE_T005_008,SE_T006_000,SE_T006_002,SE_T006_003,SE_T006_004,SE_T006_005,SE_T006_006,SE_T006_007,SE_T006_008,SE_T025_000,SE_T025_002,SE_T025_003,SE_T025_004,SE_T025_005,SE_T025_006,SE_T025_007,SE_T025_008,SE_T026_000,SE_T026_002,SE_T026_003,SE_T026_004,SE_T026_005,SE_T026_006,SE_T026_007,SE_T026_008,SE_T027_000,SE_T027_002,SE_T027_003,SE_T027_004,SE_T027_005,SE_T027_006,SE_T027_007,SE_T027_008,SE_T003_000,SE_T003_001,SE_T004_000,SE_T004_001,SE_T013_001,SE_T013_002,SE_T014_001,SE_T014_002
"37183053410","Census Tract 534.10","Census Tract 534.10, Wake County, North Carolina","00","37","183",,"053410",,,,,,,,6673,2977,341,16,2847,4,73,415,4542,2859,173,0,1362,3,10,135,2131,118,168,16,1485,1,63,280,46.9176574196389,4.12731724379154,97.1098265895954,,109.030837004405,33.3333333333333,630,207.407407407407,0,-18.3332208246288,1.30125060188858,0.239772216394425,12.6776787943132,-0.00610714405198813,0.873793410130917,3.24683294595366,6673,3774.90639698811,4542,2569.58783691581,2131,1205.3185600723,46.9176574196389,46.9070775770407
"37183053411","Census Tract 534.11","Census Tract 534.11, Wake County, North Carolina","00","37","183",,"053411",,,,,,,,14610,5819,1123,42,6400,0,255,971,6355,4568,591,19,865,0,128,184,8255,1251,532,23,5535,0,127,787,129.897718332022,27.3861646234676,90.0169204737733,121.052631578947,639.884393063584,,99.21875,427.717391304348,-2.66453525910038E-15,-32.0515248008677,-1.61324788050822,-0.0115028506713497,30.1942829324299,0,-0.268782200307928,3.75077479992525,14610,1934.22140913451,6355,841.339976389446,8255,1092.88143274506,129.897718332022,129.897718332022
"37183053415","Census Tract 534.15","Census Tract 534.15, Wake County, North Carolina","00","37","183",,"053415",,,,,,,,4917,3131,363,8,852,4,84,475,3089,2412,150,4,420,1,29,73,1828,719,213,4,432,3,55,402,59.177727419877,29.8092868988391,142,100,102.857142857143,300,189.655172413793,550.684931506849,-7.99360577730113E-15,-14.4064833306372,2.52660990177312,0.0332090889405109,3.7310055895163,0.0489774806955711,0.769543604804468,7.29713766490726,4917,2683.03536073793,3089,1685.55953413046,1828,997.47582660747,59.177727419877,59.1777274198769
"37183053417","Census Tract 534.17","Census Tract 534.17, Wake County, North Carolina","00","37","183",,"053417",,,,,,,,4634,2925,586,11,448,2,157,505,2435,1597,503,11,98,3,154,69,2199,1328,83,0,350,-1,3,436,90.3080082135524,83.1559173450219,16.5009940357853,0,357.142857142857,-33.3333333333333,1.94805194805195,631.884057971015,-3.5527136788005E-15,-2.46480127687595,-8.01142169430661,-0.214369462742571,5.6430330589279,-0.0800440277601763,-2.93643359190485,8.06403699466225,4634,1283.23045418451,2435,674.163215995463,2199,609.067238189047,90.3080082135524,90.3441813107088
"37183053419","Census Tract 534.19","Census Tract 534.19, Wake County, North Carolina","00","37","183",,"053419",,,,,,,,3010,2488,130,7,153,0,27,205,2758,2451,117,8,129,0,16,37,252,37,13,-1,24,0,11,168,9.13705583756345,1.50958792329661,11.1111111111111,-12.5,18.6046511627907,,68.75,454.054054054054,1.77635683940025E-15,-6.21093815876014,0.0767323810648091,-0.0575071251496703,0.405754085366882,0,0.316879437408301,5.46907938006982,3010,1587.52178756934,2758,1454.61298674958,252,132.90880081976,9.13705583756345,9.13705583756354
"37183053421","Census Tract 534.21","Census Tract 534.21, Wake County, North Carolina","00","37","183",,"053421",,,,,,,,5922,3929,562,11,738,4,223,455,4946,3827,561,15,350,0,110,83,976,102,1,-4,388,4,113,372,19.7331176708451,2.66527305983799,0.17825311942959,-26.6666666666667,110.857142857143,,102.727272727273,448.192771084337,-6.21724893790088E-15,-11.0298279848572,-1.85246183947047,-0.117527315951144,5.38558068476937,0.0675447483958122,1.54160031344259,6.00509139367103,5922,2207.98370303148,4946,1844.08770604419,976,363.895996987291,19.7331176708451,19.7331176708452
"37183053422","Census Tract 534.22","Census Tract 534.22, Wake County, North Carolina","00","37","183",,"053422",,,,,,,,2449,1903,106,5,194,0,45,196,2456,2116,74,3,183,0,20,60,-7,-213,32,2,11,0,25,136,-0.285016286644951,-10.0661625708885,43.2432432432432,66.6666666666667,6.01092896174863,,125,226.666666666667,-6.21724893790088E-15,-8.45116600141253,1.31526794822855,0.0820151281584054,0.470460588181308,0,1.0231524400706,5.56026989677366,2449,4121.36562652694,2456,4133.14576510828,-7,-11.7801385813391,-0.285016286644951,-0.285016286645058
"37183053423","Census Tract 534.23","Census Tract 534.23, Wake County, North Carolina","00","37","183",,"053423",,,,,,,,2172,1626,130,6,148,1,62,199,2167,1830,124,2,143,1,25,42,5,-204,6,4,5,0,37,157,0.230733733271804,-11.1475409836066,4.83870967741936,200,3.4965034965035,0,148,373.809523809524,7.105427357601E-15,-9.58666792444171,0.263070449850044,0.18394960061393,0.215011545185144,-0.000106231000585543,1.70084330417505,7.22389925561813,2172,3532.71338598797,2167,3524.58098869058,5,8.13239729739053,0.230733733271804,0.230733733271704
"37183053424","Census Tract 534.24","Census Tract 534.24, Wake County, North Carolina","00","37","183",,"053424",,,,,,,,4728,2909,254,10,1071,3,65,416,4528,3219,254,1,909,3,37,105,200,-310,0,9,162,0,28,311,4.41696113074205,-9.63031997514756,0,900,17.8217821782178,0,75.6756756756757,296.190476190476,-4.44089209850063E-15,-9.56391664125606,-0.237290213030559,0.18942111651211,2.57719592473677,-0.00280264031138456,0.557650684890555,6.47974176845856,4728,3784.65619159619,4528,3624.56075201936,200,160.095439576829,4.41696113074205,4.41696113074212
"37183053425","Census Tract 534.25","Census Tract 534.25, Wake County, North Carolina","00","37","183",,"053425",,,,,,,,3140,1543,113,2,1260,1,40,181,2772,1710,124,6,847,0,20,65,368,-167,-11,-4,413,1,20,116,13.2756132756133,-9.76608187134503,-8.87096774193548,-66.6666666666667,48.7603305785124,,100,178.461538461538,-3.10862446895044E-15,-12.5481842997767,-0.874578358654792,-0.152755948934293,9.57183297947629,0.0318471337579618,0.55238462881775,3.41945386531374,3140,3970.30693056739,2772,3504.99707373657,368,465.309856830821,13.2756132756133,13.275613275613
"37183053426","Census Tract 534.26","Census Tract 534.26, Wake County, North Carolina","00","37","183",,"053426",,,,,,,,7522,2730,257,12,3989,0,109,425,2614,1767,75,9,649,3,53,58,4908,963,182,3,3340,-3,56,367,187.758224942617,54.4991511035654,242.666666666667,33.3333333333333,514.637904468413,-100,105.660377358491,632.758620689655,3.99680288865056E-15,-31.3040126925822,0.547478480364763,-0.18476788413767,28.2032587094179,-0.114766641162969,-0.578461303105382,3.43127133120556,7522,972.017431351816,2614,337.791241367008,4908,634.226189984808,187.758224942617,187.756848702813
"37183053427","Census Tract 534.27","Census Tract 534.27, Wake County, North Carolina","00","37","183",,"053427",,,,,,,,5698,4092,321,6,687,0,113,479,3432,2940,196,8,137,0,49,102,2266,1152,125,-2,550,0,64,377,66.025641025641,39.1836734693878,63.7755102040816,-25,401.459854014599,,130.612244897959,369.607843137255,-5.32907051820075E-15,-13.8496638496639,-0.0774000774000777,-0.127800127800128,8.06502056502056,0,0.555413055413055,5.43443043443043,5698,1934.47369632525,3432,1165.16562404146,2266,769.30807228379,66.025641025641,66.0256410256415
"37183053428","Census Tract 534.28","Census Tract 534.28, Wake County, North Carolina","00","37","183",,"053428",,,,,,,,13307,8988,736,49,2103,4,232,1195,5125,4066,399,35,355,4,90,175,8182,4922,337,14,1748,0,142,1020,159.648780487805,121.052631578947,84.4611528822055,40,492.394366197183,0,157.777777777778,582.857142857143,0.019512195121953,-11.793187154386,-2.25444227959977,-0.31469958045188,8.87688306356273,-0.0479894132374855,-0.0126542604570859,5.56560181969145,13307,740.74470377827,5125,285.270767634809,8182,455.473936143461,159.648780487805,159.663725771769
"37183053429","Census Tract 534.29","Census Tract 534.29, Wake County, North Carolina","00","37","183",,"053429",,,,,,,,3185,2410,155,9,263,0,120,228,1571,1333,106,3,42,0,43,44,1614,1077,49,6,221,0,77,184,102.737110120942,80.7951987996999,46.2264150943396,200,526.190476190476,,179.06976744186,418.181818181818,-1.77635683940025E-15,-9.18322379630009,-1.88073270732178,0.0916133970603372,5.58400043168616,0,1.03055078957598,4.35779188529939,3185,2387.44703782876,1571,1177.6073144204,1614,1209.83972340836,102.737110120942,102.737110120943
"37183053430","Census Tract 534.30","Census Tract 534.30, Wake County, North Carolina","00","37","183",,"053430",,,,,,,,4201,2845,430,14,437,0,142,333,3696,2821,310,9,415,1,54,86,505,24,120,5,22,-1,88,247,13.6634199134199,0.850762141084722,38.7096774193548,55.5555555555556,5.30120481927711,-100,162.962962962963,287.209302325581,-3.5527136788005E-15,-8.60378661646217,1.84821228917873,0.0897474936394241,-0.826069808157406,-0.0270562770562771,1.91910862286963,5.59984429598807,4201,2602.74647612063,3696,2289.87169144057,505,312.87478468006,13.6634199134199,13.6634199134201
"37183053431","Census Tract 534.31","Census Tract 534.31, Wake County, North Carolina","00","37","183",,"053431",,,,,,,,5562,3165,740,39,554,1,567,496,4064,2460,942,11,251,25,294,81,1498,705,-202,28,303,-24,273,415,36.8602362204724,28.6585365853659,-21.4437367303609,254.545454545455,120.717131474104,-96,92.8571428571429,512.345679012346,-5.32907051820075E-15,-3.62750469298134,-9.87456715564276,0.430517332178138,3.78426478041377,-0.597178336122224,2.95992278877762,6.9245452833768,5562,1233.16608550275,4064,901.04044794735,1498,332.1256375554,36.8602362204724,36.8602362204728
"37183053432","Census Tract 534.32","Census Tract 534.32, Wake County, North Carolina","00","37","183",,"053432",,,,,,,,3173,2082,523,12,141,2,111,302,1954,1374,423,22,38,4,55,38,1219,708,100,-10,103,-2,56,264,62.3848515864893,51.528384279476,23.6406619385343,-45.4545454545455,271.052631578947,-50,101.818181818182,694.736842105263,8.88178419700125E-15,-4.70116170180782,-5.16507791398832,-0.747704612323594,2.499015329251,-0.14167645961108,0.68352762771607,7.57307773076376,3173,465.361134466534,1954,286.579154348443,1219,178.781980118091,62.3848515864893,62.3848515864888
"37183053433","Census Tract 534.33","Census Tract 534.33, Wake County, North Carolina","00","37","183",,"053433",,,,,,,,4434,3690,119,5,233,3,73,311,4054,3683,120,9,147,5,23,68,380,7,-1,-4,86,-2,50,243,9.3734583127775,0.190062449090415,-0.833333333333333,-44.4444444444444,58.5034013605442,-40,217.391304347826,357.352941176471,-0.0246669955599454,-7.62797631167333,-0.276232520869035,-0.109237962294767,1.62880054759172,-0.055675979152884,1.07902806919398,5.33662716164437,4434,3488.73552611553,4054,3190.006256549,380,298.72926956653,9.3734583127775,9.36453553823746
"37183053434","Census Tract 534.34","Census Tract 534.34, Wake County, North Carolina","00","37","183",,"053434",,,,,,,,4931,3439,492,17,277,2,280,424,4383,3316,421,19,273,1,248,105,548,123,71,-2,4,1,32,319,12.5028519279033,3.70928829915561,16.8646080760095,-10.5263157894737,1.46520146520147,100,12.9032258064516,303.809523809524,-9.76996261670138E-15,-5.91349766638152,0.372398973504913,-0.0887353856479745,-0.611088739873777,0.0177443009677746,0.020136427069558,6.20304209036101,4931,4617.96138931918,4383,4105.18388243082,548,512.777506888359,12.5028519279033,12.4909753515043
"37183053435","Census Tract 534.35","Census Tract 534.35, Wake County, North Carolina","00","37","183",,"053435",,,,,,,,3741,2839,154,25,336,2,56,329,3053,2694,160,4,72,0,53,70,688,145,-6,21,264,2,3,259,22.5352112676056,5.38233110616184,-3.75,525,366.666666666667,,5.66037735849057,370,8.88178419700125E-16,-12.3522745669419,-1.12420042844611,0.53725184574434,6.62321967087206,0.0534616412723871,-0.239071423999759,6.50161326149896,3741,3201.63456642937,3053,2612.82820938489,688,588.80635704448,22.5352112676056,22.5352112676056
"37183053436","Census Tract 534.36","Census Tract 534.36, Wake County, North Carolina","00","37","183",,"053436",,,,,,,,3255,2267,165,19,157,4,331,312,2297,1737,149,15,43,5,276,72,958,530,16,4,114,-1,55,240,41.7065737919025,30.5123776626367,10.738255033557,26.6666666666667,265.116279069767,-20,19.9275362318841,333.333333333333,2.66453525910038E-15,-5.97367701276025,-1.41759738709477,-0.0693083277660636,2.95134172870912,-0.0947873637356413,-1.84670180232414,6.45073016497174,3255,2298.710014825,2297,1622.16187528511,958,676.54813953989,41.7065737919025,41.7065737919023
"37183053505","Census Tract 535.05","Census Tract 535.05, Wake County, North Carolina","00","37","183",,"053505",,,,,,,,3791,2967,160,10,275,3,83,293,3610,3162,183,3,157,1,29,75,181,-195,-23,7,118,2,54,218,5.01385041551247,-6.16698292220114,-12.568306010929,233.333333333333,75.1592356687898,200,186.206896551724,290.666666666667,-2.66453525910038E-15,-9.32571749244274,-0.848729787928985,0.180680150027292,2.90499221439318,0.0514339619056944,1.3860718380243,5.65126911602125,3791,2385.92153462664,3610,2272.00652598316,181,113.91500864348,5.01385041551247,5.01385041551259
"37183053506","Census Tract 535.06","Census Tract 535.06, Wake County, North Carolina","00","37","183",,"053506",,,,,,,,5943,4628,400,25,276,0,194,420,5479,4668,352,16,206,8,142,87,464,-40,48,9,70,-8,52,333,8.46869866764008,-0.856898029134533,13.6363636363636,56.25,33.9805825242718,-100,36.6197183098592,382.758620689655,1.77635683940025E-15,-7.32490078757259,0.306077413594261,0.128638872844987,0.884308947411433,-0.146012045993794,0.672630790710938,5.47925680900476,5943,2596.73961037515,5479,2393.99904513637,464,202.74056523878,8.46869866764008,8.46869866764009
"37183053507","Census Tract 535.07","Census Tract 535.07, Wake County, North Carolina","00","37","183",,"053507",,,,,,,,3923,2647,467,25,217,2,266,299,3603,2711,451,29,100,1,217,94,320,-64,16,-4,117,1,49,205,8.88148764918124,-2.36075248985614,3.54767184035477,-13.7931034482759,117,100,22.5806451612903,218.085106382979,4.44089209850063E-15,-7.76898114120069,-0.613191672133759,-0.167617420807101,2.75601611906242,0.0232267428883046,0.75776629623443,5.0127810759564,3923,3526.19135544539,3603,3238.55912660458,320,287.63222884081,8.88148764918124,8.88148764918101
"37183053509","Census Tract 535.09","Census Tract 535.09, Wake County, North Carolina","00","37","183",,"053509",,,,,,,,5201,4183,118,15,481,0,77,327,4896,4303,118,16,335,4,39,81,305,-120,0,-1,146,-4,38,246,6.22957516339869,-2.78875203346502,0,-6.25,43.5820895522388,-100,97.4358974358974,303.703703703704,8.88178419700125E-16,-7.46123090330794,-0.141336256350903,-0.0383913098662525,2.40590123442827,-0.0816993464052288,0.683915894756288,4.63284068674576,5201,2040.81555916232,4896,1921.13689245505,305,119.67866670727,6.22957516339869,6.22957516339873
"37183053512","Census Tract 535.12","Census Tract 535.12, Wake County, North Carolina","00","37","183",,"053512",,,,,,,,7112,4665,678,15,1052,5,146,551,6392,4745,620,24,727,5,95,176,720,-80,58,-9,325,0,51,375,11.2640801001252,-1.68598524762908,9.35483870967742,-37.5,44.7042640990371,0,53.6842105263158,213.068181818182,1.77635683940025E-15,-8.6400534413799,-0.16644117858234,-0.164558200562852,3.41830902238597,-0.00791906643709587,0.566635600462333,4.99402726411389,7112,2027.08510645556,6392,1821.86839151631,720,205.21671493925,11.2640801001252,11.2640801001247
"37183053513","Census Tract 535.13","Census Tract 535.13, Wake County, North Carolina","00","37","183",,"053513",,,,,,,,4461,2204,849,24,490,9,457,428,3963,2497,667,24,293,1,328,153,498,-293,182,0,197,8,129,275,12.5662376987131,-11.7340808970765,27.2863568215892,0,67.2354948805461,800,39.3292682926829,179.738562091503,-8.88178419700125E-16,-13.601859568188,2.20092343756072,-0.0676058517751882,3.59069543920132,0.176515077852788,1.96778167111009,5.73354979423826,4461,4574.12807153954,3963,4063.4991139904,498,510.62895754914,12.5662376987131,12.5662376987132
"37183053516","Census Tract 535.16","Census Tract 535.16, Wake County, North Carolina","00","37","183",,"053516",,,,,,,,3543,2067,481,10,243,11,337,394,3490,2240,650,33,176,0,240,151,53,-173,-169,-23,67,11,97,243,1.51862464183381,-7.72321428571429,-26,-69.6969696969697,38.0681818181818,,40.4166666666667,160.927152317881,0,-5.84299158840185,-5.04857635258029,-0.663312055653547,1.81561446882225,0.310471351961614,2.6349224064239,6.79387176942791,3543,3485.99232090955,3490,3433.84510301279,53,52.1472178967601,1.51862464183381,1.51862464183394
"37183053517","Census Tract 535.17","Census Tract 535.17, Wake County, North Carolina","00","37","183",,"053517",,,,,,,,4663,1716,475,101,221,2,1330,818,4672,2666,479,130,212,2,1023,160,-9,-950,-4,-29,9,0,307,658,-0.19263698630137,-35.6339084771193,-0.835073068893528,-22.3076923076923,4.24528301886792,0,30.0097751710655,411.25,5.32907051820075E-15,-20.2630130376411,-0.0659933269486684,-0.616546684919756,0.201766897082541,8.26236269789319E-05,6.6260063557766,14.1176971730234,4663,2954.21705034597,4672,2959.9189490063,-9,-5.70189866033024,-0.19263698630137,-0.192636986301415
"37183053518","Census Tract 535.18","Census Tract 535.18, Wake County, North Carolina","00","37","183",,"053518",,,,,,,,3528,2894,143,4,128,4,76,279,3653,3202,193,16,86,3,40,113,-125,-308,-50,-12,42,1,36,166,-3.42184505885574,-9.61898813241724,-25.9067357512953,-75,48.8372093023256,33.3333333333333,90,146.902654867257,8.88178419700125E-16,-5.62450456959862,-1.23004078901384,-0.324617482726278,1.27388851333945,0.0312544033947186,1.05920459250403,4.81481533210054,3528,3256.50319093544,3653,3371.88383120385,-125,-115.38064026841,-3.42184505885574,-3.4218450588559
"37183053519","Census Tract 535.19","Census Tract 535.19, Wake County, North Carolina","00","37","183",,"053519",,,,,,,,3954,2305,586,15,187,1,427,433,4201,2580,732,20,134,2,568,165,-247,-275,-146,-5,53,-1,-141,268,-5.87955248750298,-10.6589147286822,-19.9453551912568,-25,39.5522388059701,-50,-24.8239436619718,162.424242424242,2.66453525910038E-15,-3.11855199348566,-2.60398775395747,-0.0967144537809662,1.53967122744699,-0.0223168677352034,-2.72139964266523,7.02329948417754,3954,4951.29958980964,4201,5260.59928598642,-247,-309.29969617678,-5.87955248750298,-5.87955248750301
"37183053520","Census Tract 535.20","Census Tract 535.20, Wake County, North Carolina","00","37","183",,"053520",,,,,,,,5857,3088,1075,25,505,3,583,578,5230,3147,1119,37,478,0,247,202,627,-59,-44,-12,27,3,336,376,11.9885277246654,-1.87480139815698,-3.93208221626452,-32.4324324324324,5.64853556485356,,136.032388663968,186.138613861386,-7.105427357601E-15,-7.44884697789346,-3.04168730133184,-0.280617299950934,-0.517417833769858,0.0512207614819874,5.2311479685859,6.0062006828782,5857,4383.39926904623,5230,3914.15027780635,627,469.24899123988,11.9885277246654,11.9885277246653
"37183053521","Census Tract 535.21","Census Tract 535.21, Wake County, North Carolina","00","37","183",,"053521",,,,,,,,3638,2497,241,10,581,0,59,250,3079,2282,155,21,520,0,20,81,559,215,86,-11,61,0,39,169,18.1552452094836,9.42156003505697,55.4838709677419,-52.3809523809524,11.7307692307692,,195,208.641975308642,3.5527136788005E-15,-5.47835886972006,1.59041698530238,-0.407163317591851,-0.918286835880008,0,0.972208657451987,4.24118338043756,3638,857.731366935422,3079,725.935920504168,559,131.795446431254,18.1552452094836,18.1552452094837
"37183053522","Census Tract 535.22","Census Tract 535.22, Wake County, North Carolina","00","37","183",,"053522",,,,,,,,8495,3596,752,21,3452,2,219,453,4825,2829,607,28,1164,3,75,119,3670,767,145,-7,2288,-1,144,334,76.0621761658031,27.1120537292329,23.8879736408567,-25,196.563573883162,-33.3333333333333,192,280.672268907563,2.22044604925031E-15,-16.3013415389119,-3.72804484198263,-0.333106643042082,16.5113157084173,-0.0386329050614961,1.02358290612887,2.86622731445196,8495,3544.39942811346,4825,2013.15211779252,3670,1531.24731032094,76.0621761658031,76.062176165803
"37183053523","Census Tract 535.23","Census Tract 535.23, Wake County, North Carolina","00","37","183",,"053523",,,,,,,,5779,3310,396,23,1444,3,164,439,5560,4200,426,18,733,0,70,113,219,-890,-30,5,711,3,94,326,3.93884892086331,-21.1904761904762,-7.04225352112676,27.7777777777778,96.9986357435198,,134.285714285714,288.495575221239,8.88178419700125E-16,-18.2632229568482,-0.809473895187363,0.0742517251123829,11.8035687387104,0.0519120955182557,1.57886841590925,5.56409587678534,5779,2772.43525235159,5560,2667.37151809566,219,105.06373425593,3.93884892086331,3.93884892086345
"37183053524","Census Tract 535.24","Census Tract 535.24, Wake County, North Carolina","00","37","183",,"053524",,,,,,,,3778,2335,364,12,563,0,175,329,3217,2516,247,18,296,0,74,66,561,-181,117,-6,267,0,101,263,17.4386073981971,-7.1939586645469,47.3684210526316,-33.3333333333333,90.2027027027027,,136.486486486486,398.484848484849,-5.32907051820075E-15,-16.40432403755,1.956766535904,-0.241899135301098,5.700945529416,0,2.3318007020999,6.65671040543118,3778,4034.39559526146,3217,3435.32308892433,561,599.07250633713,17.4386073981971,17.4386073981971
"37183053525","Census Tract 535.25","Census Tract 535.25, Wake County, North Carolina","00","37","183",,"053525",,,,,,,,2898,2038,281,7,236,0,59,277,2413,1966,213,5,177,0,16,36,485,72,68,2,59,0,43,241,20.0994612515541,3.66225839267548,31.924882629108,40,33.3333333333333,,268.75,669.444444444444,-7.105427357601E-15,-11.1509802693428,0.869156229613174,0.0343349529821358,0.808279971868504,0,1.37281180813497,8.06639730674398,2898,2949.43890840131,2413,2455.83025740937,485,493.608650991941,20.0994612515541,20.0994612515542
"37183053603","Census Tract 536.03","Census Tract 536.03, Wake County, North Carolina","00","37","183",,"053603",,,,,,,,4457,2285,184,13,1676,4,46,249,3728,2721,178,9,727,2,14,77,729,-436,6,4,949,2,32,172,19.5547210300429,-16.0235207644248,3.37078651685393,44.4444444444444,130.536451169188,100,228.571428571429,223.376623376623,4.44089209850063E-16,-21.7205285893531,-0.646340664874947,0.0502597062440237,18.1026963902084,0.0360983975633642,0.656547880991564,3.52126687922071,4457,2487.20081306699,3728,2080.38694887003,729,406.813864196959,19.5547210300429,19.5547210300431
"37183053604","Census Tract 536.04","Census Tract 536.04, Wake County, North Carolina","00","37","183",,"053604",,,,,,,,4336,2406,122,7,1483,9,57,252,4071,2832,118,7,1004,0,20,90,265,-426,4,0,479,9,37,162,6.50945713583886,-15.0423728813559,3.38983050847458,0,47.7091633466136,,185,180,-6.21724893790088E-15,-14.0762875020055,-0.0848975881063158,-0.0105088099517694,9.53978437168307,0.207564575645756,0.823295861919562,3.60104909081515,4336,3477.04291212177,4071,3264.53913635787,265,212.5037757639,6.50945713583886,6.50945713583888
"37183053608","Census Tract 536.08","Census Tract 536.08, Wake County, North Carolina","00","37","183",,"053608",,,,,,,,7746,2045,651,29,4476,3,155,387,2514,1203,357,2,807,0,43,102,5232,842,294,27,3669,3,112,285,208.114558472554,69.9916874480465,82.3529411764706,1350,454.646840148699,,260.46511627907,279.411764705882,-3.33066907387547E-16,-21.4513056858355,-5.79613960427339,0.294832285444732,25.6844243884133,0.0387296669248645,0.290611152295403,0.938847797030664,7746,3231.19239255851,2514,1048.69838302248,5232,2182.49400953603,208.114558472554,208.114558472552
"37183053609","Census Tract 536.09","Census Tract 536.09, Wake County, North Carolina","00","37","183",,"053609",,,,,,,,1653,673,238,2,560,0,63,117,745,454,169,4,64,0,35,19,908,219,69,-2,496,0,28,98,121.879194630872,48.2378854625551,40.8284023668639,-50,775,,80,515.789473684211,-2.66453525910038E-15,-20.2257437159202,-8.28649963255744,-0.415920616166661,25.2871939162881,0,-0.886734308578668,4.52770435693492,1653,283.274461695836,745,127.677459574911,908,155.597002120925,121.879194630872,121.867244726649
"37183053611","Census Tract 536.11","Census Tract 536.11, Wake County, North Carolina","00","37","183",,"053611",,,,,,,,6852,2250,618,21,3440,0,108,415,4985,2540,403,25,1782,2,55,178,1867,-290,215,-4,1658,-2,53,237,37.4523570712136,-11.4173228346457,53.3498759305211,-16,93.0415263748597,-100,96.3636363636364,133.14606741573,3.99680288865056E-15,-18.1157307298428,0.935011690061427,-0.195024653645701,14.4570781814211,-0.0401203610832497,0.472872206813084,2.48591366627612,6852,4875.78721996626,4985,3547.07426809988,1867,1328.71295186638,37.4523570712136,37.4594060185313
"37183053612","Census Tract 536.12","Census Tract 536.12, Wake County, North Carolina","00","37","183",,"053612",,,,,,,,3664,935,326,9,2147,0,91,156,2337,1199,320,7,666,3,59,83,1327,-264,6,2,1481,-3,32,73,56.7821994009414,-22.0183486238532,1.875,28.5714285714286,222.372372372372,-100,54.2372881355932,87.9518072289157,5.55111512312578E-16,-25.7865330463233,-4.79538859396868,-0.0538961233096587,30.0990871176236,-0.128369704749679,-0.0409797392618837,0.706080089989592,3664,3862.97233556842,2337,2464.17954339284,1327,1398.79279217558,56.7821994009414,56.7650517157379
"37183053613","Census Tract 536.13","Census Tract 536.13, Wake County, North Carolina","00","37","183",,"053613",,,,,,,,4419,2234,1127,9,557,2,123,367,4120,2574,940,7,416,3,52,128,299,-340,187,2,141,-1,71,239,7.25728155339806,-13.2090132090132,19.8936170212766,28.5714285714286,33.8942307692308,-33.3333333333333,136.538461538462,186.71875,-3.5527136788005E-15,-11.9213040774941,2.68797360031813,0.0337630751586815,2.50757430952397,-0.0275564255850179,1.52129924399713,5.19825027408125,4419,2880.45144624615,4120,2685.5532832166,299,194.89816302955,7.25728155339806,7.25728155339789
"37183053614","Census Tract 536.14","Census Tract 536.14, Wake County, North Carolina","00","37","183",,"053614",,,,,,,,2572,1615,295,10,435,0,46,171,2434,1738,280,3,323,2,23,66,138,-123,15,7,112,-2,23,105,5.66967953985209,-7.0771001150748,5.35714285714286,233.333333333333,34.6749226006192,-100,100,159.090909090909,-0.0410846343467477,-8.61349262840705,-0.034024211181409,0.265548585295662,3.64257134861111,-0.0821692686935086,0.843544856369907,3.93693668365854,2572,2702.94306592326,2434,2558.40532316622,138,144.537742757041,5.66967953985209,5.64952478202962
"37183053615","Census Tract 536.15","Census Tract 536.15, Wake County, North Carolina","00","37","183",,"053615",,,,,,,,5038,2287,1632,12,431,1,169,506,2005,1115,595,13,151,1,65,65,3033,1172,1037,-1,280,0,104,441,151.271820448878,105.112107623318,174.285714285714,-7.69230769230769,185.430463576159,0,160,678.461538461538,8.88178419700125E-16,-10.2159745534932,2.71799659248069,-0.410189294528664,1.02381006594272,-0.0300261652339972,0.112610494407095,6.80177286042536,5038,2647.22168957799,2005,1053.32103309831,3033,1593.90065647968,151.271820448878,151.321449624078
"37183053616","Census Tract 536.16","Census Tract 536.16, Wake County, North Carolina","00","37","183",,"053616",,,,,,,,5488,3373,391,13,1212,0,98,401,4424,3330,352,13,531,6,52,140,1064,43,39,0,681,-6,46,261,24.0506329113924,1.29129129129129,11.0795454545455,0,128.248587570621,-100,88.4615384615385,186.428571428571,8.88178419700125E-16,-13.8098774772115,-0.831964793150533,-0.0569712514300476,10.0818356275602,-0.135623869801085,0.610307414104882,4.14229434992804,5488,3511.21918023776,4424,2830.47260447738,1064,680.74657576038,24.0506329113924,24.0506329113923
"37183053617","Census Tract 536.17","Census Tract 536.17, Wake County, North Carolina","00","37","183",,"053617",,,,,,,,10385,4296,1168,29,3869,13,208,802,3289,2075,371,15,691,1,34,102,7096,2221,797,14,3178,12,174,700,215.749467923381,107.036144578313,214.824797843666,93.3333333333333,459.913169319826,1200,511.764705882353,686.274509803922,1.06581410364015E-14,-21.721728063651,-0.0330334713119246,-0.176816756750189,16.2462318406301,0.0947761706380952,0.969139922061151,4.62143035838374,10385,4008.4884106851,3289,1269.50717174055,7096,2738.98123894455,215.749467923381,215.751537282715
